dropout,split,well,model,RMSE,MAE,R2,NSE
0.5,selection,岩溶水3,Stacking,0.09518281413376284,0.05522500902937513,0.9343864132922702,0.9343864132922702
0.5,selection,孔隙水1,Persistence,0.07395913941865573,0.04582871930670009,0.935223848241917,0.935223848241917
0.5,selection,孔隙水1,LSTM,0.08253174265499165,0.05360020708926546,0.9193371660442309,0.9193371660442309
0.5,selection,孔隙水1,Transformer,0.07120454462641149,0.042889707174786136,0.9399591444318053,0.9399591444318053
0.5,selection,孔隙水1,TCN,0.09208550732074945,0.061826659085106726,0.8995814339053683,0.8995814339053683
0.5,selection,孔隙水1,Stacking,0.07560938201226511,0.04723746833927548,0.9323009113535136,0.9323009113535136
0.5,selection,孔隙水2,Persistence,0.32773051683763715,0.23937499999999853,0.9075485006670239,0.9075485006670239
0.5,selection,孔隙水2,LSTM,0.2876281540452244,0.21180036487504594,0.9287896728353701,0.9287896728353701
0.5,selection,孔隙水2,Transformer,0.29795541095996725,0.22529818620744824,0.9235842734850849,0.9235842734850849
0.5,selection,孔隙水2,TCN,0.30234720444604635,0.22645247310798478,0.9213149712613469,0.9213149712613469
0.5,selection,孔隙水2,Stacking,0.32161343636184414,0.24718204839749874,0.9109675013513141,0.9109675013513141
0.5,selection,孔隙水3,Persistence,0.16663082948042182,0.08116666666666662,0.939812691184438,0.939812691184438
0.5,selection,孔隙水3,LSTM,0.19013326496241853,0.08212709216776351,0.9216371135845138,0.9216371135845138
0.5,selection,孔隙水3,Transformer,0.19225951009376466,0.07994646536842863,0.9198746618894036,0.9198746618894036
0.5,selection,孔隙水3,TCN,0.20565906275400408,0.11199361665334576,0.9083167674770444,0.9083167674770444
0.5,selection,孔隙水3,Stacking,0.18613236328939126,0.08324601183220211,0.9249003357191219,0.9249003357191219
